gene	score	wave62_call	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	broad_positive_disease_count	broad_positive_fdr10_compartment_count	broad_positive_diseases	chembl_target_id	druggable_activity_count	manual_blocker	prior_context_blocker	wave103_call	genetics_gate	cellstate_gate	reachable_gate	unblocked_gate	promote	blockers
MST1	6.5	NO_GO_WAVE62_TARGET_RESOLUTION	2	Crohn;UC	3	Crohn;Psoriasis;UC	0.0	0.0	1	0	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DCLRE1B	6.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		5	AITD;Crohn;RA;SLE;T1D	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GPR25	6.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		5	AS;Crohn;MS;PBC;UC	0.0	0.9847496994070368	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
USP34	6.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	3	MS;Psoriasis;UC	0.0	0.9720193794587838	1	0	Crohn disease		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC30A7	6.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.7069368958473206	0.9435398688903386	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZC2HC1A	6.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	2	MS;Psoriasis	1	MS	0.8042101263999939	0.9432205808879458	0	0			0	nan	nan	NO_GO_PRIOR_OR_SAFETY_BLOCKED	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NADSYN1	6.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.6544780135154724	0.9441308970700886	2	0	psoriasis;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SYNGR1	6.5	NO_GO_WAVE62_TARGET_RESOLUTION	2	PBC;RA	3	PBC;RA;UC	0.0	0.0	1	0	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PDGFB	6.5	NO_GO_WAVE62_TARGET_RESOLUTION	2	Crohn;UC	3	Crohn;PBC;UC	0.0	0.0	1	0	psoriasis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TNFSF14	6.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.9683961868286132	0.99996835676439	2	0	Crohn disease;type 1 diabetes mellitus		0	HVEM_LIGHT_axis_directionality_prior_art	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SHMT1	6.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.5171698927879333	0.986888343720532	1	1	type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TNPO3	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		4	Crohn;RA;SLE;UC	0.0	0.0	1	0	type 1 diabetes mellitus	CHEMBL6067129	0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	True	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;prior_or_local_no_go_blocker
ITPR3	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	2	RA;T1D	0.0	0.0	2	0	type 1 diabetes mellitus;ulcerative colitis	CHEMBL3904	0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	True	False	False	insufficient_cross_disease_ms_genetic_anchor;prior_or_local_no_go_blocker
NKX2-3	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	3	AS;Crohn;UC	2	Crohn;UC	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL12RB2	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	3	Crohn;PBC;SLE	2	PBC;SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
YDJC	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		4	Celiac;Crohn;Psoriasis;SLE	0.0	0.0	3	0	Crohn disease;Sjogren syndrome;psoriasis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SP110	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		2	Crohn;MS	0.159327745437622	0.9351274334446846	3	1	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TRIB2	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	3	AITD;SLE;T1D	0		0.0	0.0	3	0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CARMIL1	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	3	Celiac;RA;T1D	0		0.0	0.0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
MYC	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	MS;RA	0		0.6827977895736694	0.0	2	1	Crohn disease;type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_DIRECTIONAL_SUPPORT	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
WDFY4	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	3	PBC;RA;SLE	2	RA;SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NOS2	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	AS;Psoriasis	0		0.0	0.0	2	1	Crohn disease;ulcerative colitis	CHEMBL4481	0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	True	False	False	insufficient_cross_disease_ms_genetic_anchor;prior_or_local_no_go_blocker
TMEM163	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	PBC;UC	2	PBC;UC	0.0	0.0	2	0	psoriasis;ulcerative colitis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
IFIH1	6.0	NO_GO_WAVE62_TARGET_RESOLUTION	3	Psoriasis;T1D;UC	0		0.0	0.0	1	0	ulcerative colitis	CHEMBL4739862	0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	True	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;prior_or_local_no_go_blocker
CYP24A1	5.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.8928307294845581	0.9984951960317858	1	0	psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ATP10B	5.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	1	SLE	0.0	0.0	3	2	Crohn disease;psoriasis;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC44A2	5.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.6169834136962891	0.9799395832547088	1	0	Crohn disease		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL6ST	5.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		3	Crohn;MS;RA	0.1300268173217773	0.9979915662125396	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
MUC1	5.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	3	2	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GSDMB	5.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		5	Crohn;PBC;RA;T1D;UC	0.0	0.0	1	0	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GPSM1	5.5	NO_GO_WAVE62_TARGET_RESOLUTION	2	Crohn;UC	3	AS;Crohn;UC	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MAPK3	5.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.8696510791778564	0.9960338264304964	1	0	psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
EVI5	5.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.8633472323417664	0.9394418403961422	1	0	Crohn disease		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MLN	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	4	Celiac;Psoriasis;RA;T1D	0		0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MAPK14	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	3	AS;Celiac;T1D	0		0.0	0.0	2	0	psoriasis;ulcerative colitis		0	nan	nan	NO_GO_PRIOR_OR_SAFETY_BLOCKED	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
BLK	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	RA;SLE	2	RA;SLE	0.0	0.0	1	0	Sjogren syndrome		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
BLTP1	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Celiac	4	Celiac;Crohn;Psoriasis;T1D	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SKAP2	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	2	MS;T1D	0.1297453939914703	0.9567830397321068	1	0	Crohn disease		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CDKAL1	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	3	Crohn;Psoriasis;T1D	0		0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
MACIR	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	Crohn;RA	2	Crohn;RA	0.0	0.0	1	0	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SUOX	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	RA;T1D	2	RA;T1D	0.0	0.0	1	0	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARID5B	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	RA;SLE	2	RA;SLE	0.0	0.0	1	0	psoriasis		0	nan	nan	NO_GO_NO_CROSS_DISEASE_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SULT1A1	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	AS	4	AS;Crohn;Psoriasis;T1D	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MFSD6	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	PBC;SLE	2	PBC;SLE	0.0	0.0	1	0	Crohn disease		0	nan	nan	NO_GO_NO_CROSS_DISEASE_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCL21	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	4	Crohn;RA;T1D;UC	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL18RAP	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	Celiac;Crohn	2	Celiac;Crohn	0.0	0.0	1	0	Crohn disease		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IKBKE	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	Psoriasis;SLE	2	Psoriasis;SLE	0.0	0.0	1	0	psoriasis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SMAD3	5.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	Crohn;UC	2	Crohn;UC	0.0	0.0	1	0	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IQCB1	4.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.6795490980148315	0.9106550373242216	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC25A37	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	1	T1D	0.0	0.0	2	2	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TNFSF4	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	3	Crohn;RA;SLE	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CD244	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	3	AS;Psoriasis;T1D	0.0	0.0	1	0	ulcerative colitis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRXL2B	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		3	MS;PBC;UC	0.1307160258293151	0.8331383135067753	1	0	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CD80	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		3	MS;PBC;T1D	0.4205642342567444	0.9886715596851404	1	0	ulcerative colitis		0	nan	nan	NO_GO_PRIOR_OR_SAFETY_BLOCKED	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NRSN1	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	3	AS;Celiac;Psoriasis	1	Celiac	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARHGAP31	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		3	MS;PBC;SLE	0.0	0.9697933601892716	1	0	Crohn disease		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PPARD	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	3	AS;Celiac;RA	1	Celiac	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SCUBE3	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	3	RA;SLE;T1D	1	Celiac	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NCF2	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	2	Celiac;SLE	1	SLE	0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_PRIOR_OR_SAFETY_BLOCKED	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
AHI1	4.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.8092803955078125	0.9791449523035092	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCL22	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	3	Celiac;Crohn;T1D	0.0	0.0	1	0	ulcerative colitis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ITGA4	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	2	Celiac;Crohn	1	Crohn	0.0	0.0	2	0	Sjogren syndrome;psoriasis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
PHTF1	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	2	RA;T1D	1	RA	0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SBNO2	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Crohn	0.0	0.0	4	2	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCDC116	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		5	Celiac;Crohn;Psoriasis;RA;SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GFI1	4.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.5791015028953552	0.952591978762989	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRR5L	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	3	1	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
UBAC2	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	2	Psoriasis;SLE	1	Psoriasis	0.0	0.0	2	0	psoriasis;ulcerative colitis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
BCL10	4.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.8693645596504211	0.9832271214830944	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PHLDB1	4.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	PBC	3	Celiac;PBC;RA	0.0	0.0	1	0	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
L3MBTL3	4.5	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	1	MS	1	MS	0.7917315363883972	0.946108611712631	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZMIZ1	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		4	AS;Celiac;Crohn;Psoriasis	0.0	0.0	1	0	Crohn disease		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NUP205	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	0		0.0	0.0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
B3GNT2	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	AS;Psoriasis	2	AS;Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ELMO1	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	PBC;Psoriasis	2	PBC;Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_DIRECTIONAL_SUPPORT	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ADCY3	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	2	Crohn;Psoriasis	2	Crohn;Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_DIRECTIONAL_SUPPORT	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
VCAM1	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	2	Crohn;RA	0.0	0.0	1	1	type 1 diabetes mellitus		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
