dataset	gene	sgRNA	gate	low_vs_high_log2
GSE162463	Ikbkg	Ikbkg_sg3	MHCII	-0.16662587871015888
GSE162463	Ikbkg	Ikbkg_sg3	CD40	1.3873105948680187
GSE162463	Ikbkg	Ikbkg_sg3	PDL1	-0.2919913134148084
GSE162463	C8g	C8g_sg2	MHCII	1.8463363619366977
GSE162463	C8g	C8g_sg2	CD40	0.4247380821797472
GSE162463	C8g	C8g_sg2	PDL1	0.7417228189023427
GSE162463	Gfi1	Gfi1_sg1	MHCII	-0.4014926707012295
GSE162463	Gfi1	Gfi1_sg1	CD40	0.05055925057585091
GSE162463	Gfi1	Gfi1_sg1	PDL1	-0.03339307498892353
GSE162463	Rgn	Rgn_sg4	MHCII	2.1677868100212874
GSE162463	Rgn	Rgn_sg4	CD40	0.1785505266382176
GSE162463	Rgn	Rgn_sg4	PDL1	0.49835091633483625
GSE162463	Wdpcp	Wdpcp_sg4	MHCII	0.05773122265411443
GSE162463	Wdpcp	Wdpcp_sg4	CD40	-0.17059358958088744
GSE162463	Wdpcp	Wdpcp_sg4	PDL1	-1.4932982976902398
GSE162463	Zfp780b	Zfp780b_sg1	MHCII	1.3686059251493528
GSE162463	Zfp780b	Zfp780b_sg1	CD40	-1.5894604087797801
GSE162463	Zfp780b	Zfp780b_sg1	PDL1	-1.775853423446246
GSE162463	Cmah	Cmah_sg3	MHCII	-0.47190385892340764
GSE162463	Cmah	Cmah_sg3	CD40	-1.8330673682813048
GSE162463	Cmah	Cmah_sg3	PDL1	-0.30880155287335276
GSE162463	Mad2l1bp	Mad2l1bp_sg2	MHCII	-0.4897624102643452
GSE162463	Mad2l1bp	Mad2l1bp_sg2	CD40	0.060700375568004276
GSE162463	Mad2l1bp	Mad2l1bp_sg2	PDL1	-0.9014230419461262
GSE162463	Rbm15	Rbm15_sg1	MHCII	0.5162992001316775
GSE162463	Rbm15	Rbm15_sg1	CD40	-0.2691223073338373
GSE162463	Rbm15	Rbm15_sg1	PDL1	1.0757999548730444
GSE162463	Trappc10	Trappc10_sg3	MHCII	-0.06207133203752603
GSE162463	Trappc10	Trappc10_sg3	CD40	-0.9241811377186507
GSE162463	Trappc10	Trappc10_sg3	PDL1	0.28338201039833655
GSE162463	Trim16	Trim16_sg3	MHCII	-0.1725700526397266
GSE162463	Trim16	Trim16_sg3	CD40	0.5985262703949188
GSE162463	Trim16	Trim16_sg3	PDL1	-3.0018798425908924
GSE162463	Rnf103	Rnf103_sg4	MHCII	-1.7002995756559238
GSE162463	Rnf103	Rnf103_sg4	CD40	-0.4428501064515541
GSE162463	Rnf103	Rnf103_sg4	PDL1	-0.5972853711937677
GSE162463	Tmem63a	Tmem63a_sg4	MHCII	1.318452362599004
GSE162463	Tmem63a	Tmem63a_sg4	CD40	-0.8879261734636198
GSE162463	Tmem63a	Tmem63a_sg4	PDL1	0.0
GSE162463	Slc39a8	Slc39a8_sg4	MHCII	-0.4739751957255052
GSE162463	Slc39a8	Slc39a8_sg4	CD40	1.1455287143000057
GSE162463	Slc39a8	Slc39a8_sg4	PDL1	1.9081342154124252
GSE162463	Hsd17b2	Hsd17b2_sg1	MHCII	0.7487914049989836
GSE162463	Hsd17b2	Hsd17b2_sg1	CD40	0.23051299024332675
GSE162463	Hsd17b2	Hsd17b2_sg1	PDL1	1.5609664791578335
GSE162463	Ppargc1b	Ppargc1b_sg3	MHCII	-0.4167709711661985
GSE162463	Ppargc1b	Ppargc1b_sg3	CD40	0.5727645850349772
GSE162463	Ppargc1b	Ppargc1b_sg3	PDL1	-0.5553175897272876
GSE162463	Mtmr3	Mtmr3_sg3	MHCII	-1.1251853408435266
GSE162463	Mtmr3	Mtmr3_sg3	CD40	0.19189087456460396
GSE162463	Mtmr3	Mtmr3_sg3	PDL1	0.9443202998549025
GSE162463	Derl1	Derl1_sg4	MHCII	6.155900792228973
GSE162463	Derl1	Derl1_sg4	CD40	-2.205239073853998
GSE162463	Derl1	Derl1_sg4	PDL1	-1.2950500810156322
GSE162463	Tcf7	Tcf7_sg3	MHCII	1.0277120951667984
GSE162463	Tcf7	Tcf7_sg3	CD40	-1.8015365419678486
GSE162463	Tcf7	Tcf7_sg3	PDL1	-0.7577420661721722
GSE162463	Hras	Hras_sg3	MHCII	-0.3121899693767798
GSE162463	Hras	Hras_sg3	CD40	0.819937980216152
GSE162463	Hras	Hras_sg3	PDL1	-0.712228288549299
GSE162463	Pla1a	Pla1a_sg3	MHCII	1.9371273005369642
GSE162463	Pla1a	Pla1a_sg3	CD40	0.396037452754474
GSE162463	Pla1a	Pla1a_sg3	PDL1	1.4685619371781509
GSE162463	Chmp5	Chmp5_sg3	MHCII	-1.7667178578242377
GSE162463	Chmp5	Chmp5_sg3	CD40	1.3364988436318173
GSE162463	Chmp5	Chmp5_sg3	PDL1	-0.8030274293528319
GSE162463	Tle6	Tle6_sg3	MHCII	-0.011561104777184045
GSE162463	Tle6	Tle6_sg3	CD40	0.02317805038794393
GSE162463	Tle6	Tle6_sg3	PDL1	0.1593320381432632
GSE162463	Vwa1	Vwa1_sg1	MHCII	3.107427635729688
GSE162463	Vwa1	Vwa1_sg1	CD40	1.1444608100623328
GSE162463	Vwa1	Vwa1_sg1	PDL1	0.24755967643093205
GSE162463	Trub1	Trub1_sg3	MHCII	-1.2191127210175154
GSE162463	Trub1	Trub1_sg3	CD40	-1.7645768195761722
GSE162463	Trub1	Trub1_sg3	PDL1	1.516400323318443
GSE162463	Mllt6	Mllt6_sg3	MHCII	-0.4994852572362845
GSE162463	Mllt6	Mllt6_sg3	CD40	0.13677144506273173
GSE162463	Mllt6	Mllt6_sg3	PDL1	0.7474335804649088
GSE162463	Nup153	Nup153_sg4	MHCII	2.2886377980851487
GSE162463	Nup153	Nup153_sg4	CD40	-1.1434925969690428
GSE162463	Nup153	Nup153_sg4	PDL1	0.45011624800383054
GSE162463	Etnk2	Etnk2_sg4	MHCII	-0.012983673691301592
GSE162463	Etnk2	Etnk2_sg4	CD40	0.3490261076982934
GSE162463	Etnk2	Etnk2_sg4	PDL1	1.6840770394300895
GSE162463	Control	BRDN0000738054	MHCII	-0.28402839382620915
GSE162463	Control	BRDN0000738054	CD40	1.4186011854662235
GSE162463	Control	BRDN0000738054	PDL1	0.21223874806104331
GSE162463	Emc10	Emc10_sg4	MHCII	0.0817982056724735
GSE162463	Emc10	Emc10_sg4	CD40	1.0024178928323235
GSE162463	Emc10	Emc10_sg4	PDL1	-3.1761476903108474
GSE162463	Kcnj2	Kcnj2_sg1	MHCII	-0.7143294195199876
GSE162463	Kcnj2	Kcnj2_sg1	CD40	0.15395087588572934
GSE162463	Kcnj2	Kcnj2_sg1	PDL1	-0.579317020451256
GSE162463	Phospho1	Phospho1_sg2	MHCII	0.7589908763367481
GSE162463	Phospho1	Phospho1_sg2	CD40	-0.9659854393088414
GSE162463	Phospho1	Phospho1_sg2	PDL1	-2.579431488226851
GSE162463	Clic1	Clic1_sg3	MHCII	1.8728346665789384
GSE162463	Clic1	Clic1_sg3	CD40	1.408187258576848
GSE162463	Clic1	Clic1_sg3	PDL1	0.16334130600310906
GSE162463	Upf3a	Upf3a_sg1	MHCII	2.061604417058076
GSE162463	Upf3a	Upf3a_sg1	CD40	-2.0934077171130725
GSE162463	Upf3a	Upf3a_sg1	PDL1	0.03673859190640814
GSE162463	Cript	Cript_sg1	MHCII	-1.3052676471636433
GSE162463	Cript	Cript_sg1	CD40	1.279054252298815
GSE162463	Cript	Cript_sg1	PDL1	-1.818317172690731
GSE162463	Fut7	Fut7_sg2	MHCII	-0.215660223672972
GSE162463	Fut7	Fut7_sg2	CD40	0.7387018813469782
GSE162463	Fut7	Fut7_sg2	PDL1	0.9464231199496459
GSE162463	4921507P07Rik	4921507P07Rik_sg4	MHCII	-0.9499020844683373
GSE162463	4921507P07Rik	4921507P07Rik_sg4	CD40	-0.03941708266347492
GSE162463	4921507P07Rik	4921507P07Rik_sg4	PDL1	-4.708613007753508
GSE162463	Tob2	Tob2_sg4	MHCII	-0.45363493018743595
GSE162463	Tob2	Tob2_sg4	CD40	3.326409393328626
GSE162463	Tob2	Tob2_sg4	PDL1	0.5862222586910218
GSE162463	Kif15	Kif15_sg3	MHCII	-2.369038821753638
GSE162463	Kif15	Kif15_sg3	CD40	-6.150499123237018
GSE162463	Kif15	Kif15_sg3	PDL1	0.0
GSE162463	Dhfr	Dhfr_sg4	MHCII	-0.20800062978359068
GSE162463	Dhfr	Dhfr_sg4	CD40	2.298890158803762
GSE162463	Dhfr	Dhfr_sg4	PDL1	-4.450812555725919
GSE162463	Nfyc	Nfyc_sg3	MHCII	0.5662250181057091
GSE162463	Nfyc	Nfyc_sg3	CD40	-0.43687566539084116
GSE162463	Nfyc	Nfyc_sg3	PDL1	-1.6947059765124475
GSE162463	Otub2	Otub2_sg2	MHCII	5.840193339047994
GSE162463	Otub2	Otub2_sg2	CD40	-3.328683046963309
GSE162463	Otub2	Otub2_sg2	PDL1	0.0
GSE162463	Lipg	Lipg_sg1	MHCII	-0.4666817539073849
GSE162463	Lipg	Lipg_sg1	CD40	0.4230195246184508
GSE162463	Lipg	Lipg_sg1	PDL1	0.11257248741716462
GSE162463	Cacybp	Cacybp_sg4	MHCII	1.1304470296319633
GSE162463	Cacybp	Cacybp_sg4	CD40	-2.4659332662991993
GSE162463	Cacybp	Cacybp_sg4	PDL1	-2.0514219713655355
GSE162463	Loxl3	Loxl3_sg2	MHCII	-0.2776319891416427
GSE162463	Loxl3	Loxl3_sg2	CD40	-0.08622614318635292
GSE162463	Loxl3	Loxl3_sg2	PDL1	-0.5225766500622222
GSE162463	Hoxc4	Hoxc4_sg3	MHCII	-0.9680920019753012
GSE162463	Hoxc4	Hoxc4_sg3	CD40	0.1521504461637621
GSE162463	Hoxc4	Hoxc4_sg3	PDL1	-0.6656014736815227
GSE162463	Ctnnbl1	Ctnnbl1_sg1	MHCII	0.31994498070620125
GSE162463	Ctnnbl1	Ctnnbl1_sg1	CD40	0.4676918319201897
GSE162463	Ctnnbl1	Ctnnbl1_sg1	PDL1	0.3541279516187855
GSE162463	Traf2	Traf2_sg2	MHCII	-1.1833066457336168
GSE162463	Traf2	Traf2_sg2	CD40	-1.5699021124346104
GSE162463	Traf2	Traf2_sg2	PDL1	-0.01761800746381593
GSE162463	Stc2	Stc2_sg4	MHCII	1.5095482543038863
GSE162463	Stc2	Stc2_sg4	CD40	0.8031537089225551
GSE162463	Stc2	Stc2_sg4	PDL1	1.5820760646318692
GSE162463	Clec4d	Clec4d_sg3	MHCII	-0.3272725381470018
GSE162463	Clec4d	Clec4d_sg3	CD40	0.5325046183652348
GSE162463	Clec4d	Clec4d_sg3	PDL1	-0.16773784216078083
GSE162463	Prkra	Prkra_sg3	MHCII	-1.7201834035546626
GSE162463	Prkra	Prkra_sg3	CD40	-1.671843733767412
GSE162463	Prkra	Prkra_sg3	PDL1	-0.6100288061325468
GSE162463	Hivep1	Hivep1_sg1	MHCII	-0.8283123504475075
GSE162463	Hivep1	Hivep1_sg1	CD40	0.1993144033044467
GSE162463	Hivep1	Hivep1_sg1	PDL1	0.029647256925677736
GSE162463	Nr6a1	Nr6a1_sg4	MHCII	-0.11079411735626965
GSE162463	Nr6a1	Nr6a1_sg4	CD40	0.14129472658594672
GSE162463	Nr6a1	Nr6a1_sg4	PDL1	0.46867074732766495
GSE162463	Rnf19a	Rnf19a_sg4	MHCII	0.5769741743887379
GSE162463	Rnf19a	Rnf19a_sg4	CD40	-0.40358304034179193
GSE162463	Rnf19a	Rnf19a_sg4	PDL1	0.09753114306239362
GSE162463	Adcy7	Adcy7_sg4	MHCII	-2.1794148919612613
GSE162463	Adcy7	Adcy7_sg4	CD40	-0.1170679203027634
GSE162463	Adcy7	Adcy7_sg4	PDL1	-0.39919827426439247
GSE162463	Fgfr1	Fgfr1_sg3	MHCII	1.8140220687953261
GSE162463	Fgfr1	Fgfr1_sg3	CD40	-1.0833539714947025
GSE162463	Fgfr1	Fgfr1_sg3	PDL1	1.2936741113691572
GSE162463	Dynlt3	Dynlt3_sg2	MHCII	-0.24283676108061872
GSE162463	Dynlt3	Dynlt3_sg2	CD40	0.14431782039080912
GSE162463	Dynlt3	Dynlt3_sg2	PDL1	0.4549952809685668
GSE162463	Iftap	Iftap_sg2	MHCII	-1.3372759121590874
GSE162463	Iftap	Iftap_sg2	CD40	0.6604431538868824
GSE162463	Iftap	Iftap_sg2	PDL1	0.9424421518043342
GSE162463	Pyroxd1	Pyroxd1_sg3	MHCII	1.514059683820568
GSE162463	Pyroxd1	Pyroxd1_sg3	CD40	-1.766680760760788
GSE162463	Pyroxd1	Pyroxd1_sg3	PDL1	0.0
GSE162463	Mpg	Mpg_sg2	MHCII	1.6643047416730914
GSE162463	Mpg	Mpg_sg2	CD40	-0.14708372432177896
GSE162463	Mpg	Mpg_sg2	PDL1	0.524788536259284
GSE162463	Rsbn1	Rsbn1_sg2	MHCII	5.17370621314798
GSE162463	Rsbn1	Rsbn1_sg2	CD40	1.5558600699812322
GSE162463	Rsbn1	Rsbn1_sg2	PDL1	-0.43289349853375586
GSE162463	Fcgr2b	Fcgr2b_sg1	MHCII	-0.9433077256906807
GSE162463	Fcgr2b	Fcgr2b_sg1	CD40	-0.25365016258665063
GSE162463	Fcgr2b	Fcgr2b_sg1	PDL1	-0.8217390076854802
GSE162463	Cep131	Cep131_sg1	MHCII	-0.3814839472503433
GSE162463	Cep131	Cep131_sg1	CD40	0.8561219554320186
GSE162463	Cep131	Cep131_sg1	PDL1	-3.4427422721120298
GSE162463	Ranbp10	Ranbp10_sg2	MHCII	-0.7431128166156084
GSE162463	Ranbp10	Ranbp10_sg2	CD40	-0.8343504529946637
GSE162463	Ranbp10	Ranbp10_sg2	PDL1	-1.0177855333413797
GSE162463	Zbtb37	Zbtb37_sg1	MHCII	-1.504831024667455
GSE162463	Zbtb37	Zbtb37_sg1	CD40	0.835116718588892
GSE162463	Zbtb37	Zbtb37_sg1	PDL1	-1.4783337027054804
GSE162463	Cotl1	Cotl1_sg3	MHCII	1.1282383344713427
GSE162463	Cotl1	Cotl1_sg3	CD40	-0.15474270314413205
GSE162463	Cotl1	Cotl1_sg3	PDL1	-0.9163104158484815
GSE162463	Stap1	Stap1_sg1	MHCII	-0.7658126732854835
GSE162463	Stap1	Stap1_sg1	CD40	-0.5765933364180745
GSE162463	Stap1	Stap1_sg1	PDL1	0.37174687289151187
GSE162463	Fra10ac1	Fra10ac1_sg2	MHCII	0.8713184190039353
GSE162463	Fra10ac1	Fra10ac1_sg2	CD40	-0.05786850999709775
GSE162463	Fra10ac1	Fra10ac1_sg2	PDL1	-0.8828826213246701
GSE162463	Foxd1	Foxd1_sg3	MHCII	-0.6835261641439554
GSE162463	Foxd1	Foxd1_sg3	CD40	-0.6359460511890745
GSE162463	Foxd1	Foxd1_sg3	PDL1	-2.175568453957211
GSE162463	Phf13	Phf13_sg3	MHCII	-0.43432538906425405
GSE162463	Phf13	Phf13_sg3	CD40	0.5823956538324249
GSE162463	Phf13	Phf13_sg3	PDL1	-1.0610708900783967
GSE162463	Acp1	Acp1_sg1	MHCII	-3.092494268676143
GSE162463	Acp1	Acp1_sg1	CD40	-1.1183980861579512
GSE162463	Acp1	Acp1_sg1	PDL1	-0.2353237173387609
GSE162463	Mras	Mras_sg3	MHCII	0.858071126342166
GSE162463	Mras	Mras_sg3	CD40	-1.3078000304939534
GSE162463	Mras	Mras_sg3	PDL1	1.221950852708397
GSE162463	Bcl2a1a	Bcl2a1a_sg3	MHCII	0.5922786263682085
GSE162463	Bcl2a1a	Bcl2a1a_sg3	CD40	0.3814847896340922
GSE162463	Bcl2a1a	Bcl2a1a_sg3	PDL1	-0.024602951952474344
GSE162463	Dcaf5	Dcaf5_sg4	MHCII	-0.2915054749170737
GSE162463	Dcaf5	Dcaf5_sg4	CD40	1.1881472611929373
GSE162463	Dcaf5	Dcaf5_sg4	PDL1	-0.8531100422800161
GSE162463	Sh2d5	Sh2d5_sg2	MHCII	1.1018773478091761
GSE162463	Sh2d5	Sh2d5_sg2	CD40	-0.15212336785070582
GSE162463	Sh2d5	Sh2d5_sg2	PDL1	1.478741963390386
GSE162463	Rps6ka1	Rps6ka1_sg3	MHCII	1.4415817005380693
GSE162463	Rps6ka1	Rps6ka1_sg3	CD40	0.5354511495058129
GSE162463	Rps6ka1	Rps6ka1_sg3	PDL1	0.4534996560121503
GSE162463	Mapkap1	Mapkap1_sg3	MHCII	0.5562149594442123
GSE162463	Mapkap1	Mapkap1_sg3	CD40	1.037487753741209
GSE162463	Mapkap1	Mapkap1_sg3	PDL1	-0.1187651757623115
GSE162463	Clpb	Clpb_sg3	MHCII	-0.6935488213127357
GSE162463	Clpb	Clpb_sg3	CD40	-1.6028852659031134
GSE162463	Clpb	Clpb_sg3	PDL1	-0.2882572827104723
GSE162463	Sh3rf1	Sh3rf1_sg4	MHCII	-0.544826477138036
GSE162463	Sh3rf1	Sh3rf1_sg4	CD40	0.2788657412326044
GSE162463	Sh3rf1	Sh3rf1_sg4	PDL1	-0.44743300651978096
GSE162463	Pcnx4	Pcnx4_sg1	MHCII	-0.5749842991540919
GSE162463	Pcnx4	Pcnx4_sg1	CD40	0.27087094537637113
GSE162463	Pcnx4	Pcnx4_sg1	PDL1	-0.501360340710274
GSE162463	Dgkh	Dgkh_sg4	MHCII	2.120813683545826
GSE162463	Dgkh	Dgkh_sg4	CD40	-0.25804160060647874
GSE162463	Dgkh	Dgkh_sg4	PDL1	-0.5321339527759122
GSE162463	Samd10	Samd10_sg3	MHCII	1.372895170606244
GSE162463	Samd10	Samd10_sg3	CD40	1.0968753612904567
GSE162463	Samd10	Samd10_sg3	PDL1	-0.5798026757042642
GSE162463	Arl6	Arl6_sg4	MHCII	0.45752356522411824
GSE162463	Arl6	Arl6_sg4	CD40	1.4534750320470649
GSE162463	Arl6	Arl6_sg4	PDL1	-0.9743242725297894
GSE162463	Atxn1	Atxn1_sg2	MHCII	-0.4816234037950225
GSE162463	Atxn1	Atxn1_sg2	CD40	-1.6066139549221345
GSE162463	Atxn1	Atxn1_sg2	PDL1	-0.13920966794620185
GSE162463	Aak1	Aak1_sg4	MHCII	-0.17421716160805278
GSE162463	Aak1	Aak1_sg4	CD40	0.28814332793913194
GSE162463	Aak1	Aak1_sg4	PDL1	-0.010662067743137793
GSE162463	Map2k6	Map2k6_sg2	MHCII	-0.6942638909630962
GSE162463	Map2k6	Map2k6_sg2	CD40	0.8844214215815621
GSE162463	Map2k6	Map2k6_sg2	PDL1	0.33433265046078475
GSE162463	Tle1	Tle1_sg4	MHCII	-0.9909909911010395
GSE162463	Tle1	Tle1_sg4	CD40	1.4710057876191118
GSE162463	Tle1	Tle1_sg4	PDL1	1.5468284789618891
GSE162463	Nt5dc1	Nt5dc1_sg4	MHCII	-0.8106218280742462
GSE162463	Nt5dc1	Nt5dc1_sg4	CD40	0.9506219370750396
GSE162463	Nt5dc1	Nt5dc1_sg4	PDL1	-0.010708719401092073
GSE162463	Vegfa	Vegfa_sg4	MHCII	-0.3821025485078262
GSE162463	Vegfa	Vegfa_sg4	CD40	0.6842792668763946
GSE162463	Vegfa	Vegfa_sg4	PDL1	0.425036243368145
GSE162463	Abraxas1	Abraxas1_sg3	MHCII	1.0174571432078647
GSE162463	Abraxas1	Abraxas1_sg3	CD40	1.2607526251719994
GSE162463	Abraxas1	Abraxas1_sg3	PDL1	-2.722255983554097
GSE162463	Trp53	Trp53_sg1	MHCII	-0.8875651750864894
GSE162463	Trp53	Trp53_sg1	CD40	0.08514776995608676
GSE162463	Trp53	Trp53_sg1	PDL1	0.6294546211913639
GSE162463	Iqsec2	Iqsec2_sg2	MHCII	-0.6256705572881492
GSE162463	Iqsec2	Iqsec2_sg2	CD40	0.24235994189107765
GSE162463	Iqsec2	Iqsec2_sg2	PDL1	-0.6278478840844206
GSE162463	Tlr13	Tlr13_sg2	MHCII	-0.47531365027181866
GSE162463	Tlr13	Tlr13_sg2	CD40	-1.0155792418781895
GSE162463	Tlr13	Tlr13_sg2	PDL1	0.5339241934635456
GSE162463	Tmod1	Tmod1_sg4	MHCII	-1.2363173078373515
GSE162463	Tmod1	Tmod1_sg4	CD40	-0.3495668335843941
GSE162463	Tmod1	Tmod1_sg4	PDL1	-0.6953565719583876
GSE162463	Dyrk3	Dyrk3_sg4	MHCII	1.609073894230601
GSE162463	Dyrk3	Dyrk3_sg4	CD40	-0.5139343816957147
GSE162463	Dyrk3	Dyrk3_sg4	PDL1	0.5680540075506376
GSE162463	C9orf72	C9orf72_sg2	MHCII	0.40690945812553436
GSE162463	C9orf72	C9orf72_sg2	CD40	-0.976677179629584
GSE162463	C9orf72	C9orf72_sg2	PDL1	5.017813770567221
GSE162463	Ktn1	Ktn1_sg2	MHCII	-0.3881031983664508
GSE162463	Ktn1	Ktn1_sg2	CD40	-2.2614748438242414
GSE162463	Ktn1	Ktn1_sg2	PDL1	-0.031831982465923905
GSE162463	Tmem218	Tmem218_sg1	MHCII	-1.7981395343150512
GSE162463	Tmem218	Tmem218_sg1	CD40	0.3760935462860092
GSE162463	Tmem218	Tmem218_sg1	PDL1	-0.697220663401878
GSE162463	Cerkl	Cerkl_sg1	MHCII	0.03534974954168373
GSE162463	Cerkl	Cerkl_sg1	CD40	0.26296335781826174
GSE162463	Cerkl	Cerkl_sg1	PDL1	-1.6412401710573632
GSE162463	Snap29	Snap29_sg3	MHCII	0.9002209722255221
GSE162463	Snap29	Snap29_sg3	CD40	0.08090241812300782
GSE162463	Snap29	Snap29_sg3	PDL1	-0.44384073408530494
GSE162463	Control	BRDN0000737553	MHCII	0.3501268168377048
GSE162463	Control	BRDN0000737553	CD40	-1.2508737606328895
GSE162463	Control	BRDN0000737553	PDL1	0.4706986773615523
GSE162463	Rufy4	Rufy4_sg1	MHCII	-0.9331040351062745
GSE162463	Rufy4	Rufy4_sg1	CD40	-1.092768431257444
GSE162463	Rufy4	Rufy4_sg1	PDL1	0.5519890038122288
GSE162463	Rarres2	Rarres2_sg2	MHCII	-0.6817303840312603
GSE162463	Rarres2	Rarres2_sg2	CD40	-0.08567079467152368
GSE162463	Rarres2	Rarres2_sg2	PDL1	-0.36872501178743605
GSE162463	Pfkfb4	Pfkfb4_sg3	MHCII	1.3855032412682686
GSE162463	Pfkfb4	Pfkfb4_sg3	CD40	0.36703544342458716
GSE162463	Pfkfb4	Pfkfb4_sg3	PDL1	0.8519528940467322
GSE162463	Slc20a2	Slc20a2_sg1	MHCII	0.3126476752188143
GSE162463	Slc20a2	Slc20a2_sg1	CD40	0.00714145675526686
GSE162463	Slc20a2	Slc20a2_sg1	PDL1	-1.0886317906652558
GSE162463	Thra	Thra_sg3	MHCII	0.4751651720883044
GSE162463	Thra	Thra_sg3	CD40	-1.5528256659007373
GSE162463	Thra	Thra_sg3	PDL1	-0.28102630076641705
GSE162463	Zfp383	Zfp383_sg4	MHCII	-0.4304703318457482
GSE162463	Zfp383	Zfp383_sg4	CD40	-1.0643349914716582
GSE162463	Zfp383	Zfp383_sg4	PDL1	-0.03432735148355473
GSE162463	Avl9	Avl9_sg3	MHCII	-1.826368722428794
GSE162463	Avl9	Avl9_sg3	CD40	0.1772221516791549
GSE162463	Avl9	Avl9_sg3	PDL1	1.1311211014935807
GSE162463	Sox4	Sox4_sg2	MHCII	0.9067010817501593
GSE162463	Sox4	Sox4_sg2	CD40	0.9150519040971082
GSE162463	Sox4	Sox4_sg2	PDL1	1.9652257636725343
GSE162463	Mapkapk3	Mapkapk3_sg3	MHCII	0.607454737166796
GSE162463	Mapkapk3	Mapkapk3_sg3	CD40	-2.7183283039199777
GSE162463	Mapkapk3	Mapkapk3_sg3	PDL1	0.11734226798998196
GSE162463	Atp5md	Atp5md_sg4	MHCII	-0.3845584236687234
GSE162463	Atp5md	Atp5md_sg4	CD40	-0.5974988841669299
GSE162463	Atp5md	Atp5md_sg4	PDL1	0.9332789360119765
GSE162463	Smtn	Smtn_sg2	MHCII	1.4390638181787083
GSE162463	Smtn	Smtn_sg2	CD40	1.6142229404066513
GSE162463	Smtn	Smtn_sg2	PDL1	-0.2515862509636011
GSE162463	Uba5	Uba5_sg3	MHCII	-0.3351586639015373
GSE162463	Uba5	Uba5_sg3	CD40	-0.47570201167063597
GSE162463	Uba5	Uba5_sg3	PDL1	0.7829794136311496
GSE162463	Grasp	Grasp_sg4	MHCII	-0.4470319279068425
GSE162463	Grasp	Grasp_sg4	CD40	-0.46067210690818683
GSE162463	Grasp	Grasp_sg4	PDL1	-0.547702320370004
GSE162463	Tspan12	Tspan12_sg4	MHCII	0.2821422960682223
GSE162463	Tspan12	Tspan12_sg4	CD40	0.4282500344715201
GSE162463	Tspan12	Tspan12_sg4	PDL1	1.1452931570240754
GSE162463	Adamts6	Adamts6_sg2	MHCII	-0.6020721148186071
GSE162463	Adamts6	Adamts6_sg2	CD40	-0.9850271081921753
GSE162463	Adamts6	Adamts6_sg2	PDL1	0.43955787476103114
GSE162463	Tec	Tec_sg1	MHCII	-1.515685038592995
GSE162463	Tec	Tec_sg1	CD40	2.1160039090285703
GSE162463	Tec	Tec_sg1	PDL1	-3.1828222041669694
GSE162463	D230025D16Rik	D230025D16Rik_sg2	MHCII	-0.7645976195066723
GSE162463	D230025D16Rik	D230025D16Rik_sg2	CD40	0.5136670791411228
GSE162463	D230025D16Rik	D230025D16Rik_sg2	PDL1	-1.0875091021138592
GSE162463	Zfp449	Zfp449_sg4	MHCII	-0.7729923302220416
GSE162463	Zfp449	Zfp449_sg4	CD40	1.7061989841551808
GSE162463	Zfp449	Zfp449_sg4	PDL1	-2.046146698513474
GSE162463	Vezf1	Vezf1_sg2	MHCII	-0.5414480467432049
GSE162463	Vezf1	Vezf1_sg2	CD40	0.8857048174503347
GSE162463	Vezf1	Vezf1_sg2	PDL1	-2.120075697266262
GSE162463	Lins1	Lins1_sg1	MHCII	-0.9154954675215857
GSE162463	Lins1	Lins1_sg1	CD40	-0.1325474859565669
GSE162463	Lins1	Lins1_sg1	PDL1	-1.12838158714627
GSE162463	Pcdhb17	Pcdhb17_sg4	MHCII	2.132025350556992
GSE162463	Pcdhb17	Pcdhb17_sg4	CD40	-0.0008055255016533267
GSE162463	Pcdhb17	Pcdhb17_sg4	PDL1	-0.5013417255639081
GSE162463	Zyg11b	Zyg11b_sg3	MHCII	1.5825720554200968
GSE162463	Zyg11b	Zyg11b_sg3	CD40	-1.9815256101683683
GSE162463	Zyg11b	Zyg11b_sg3	PDL1	-0.5101058524603574
GSE162463	Cxcr2	Cxcr2_sg4	MHCII	1.4297263561062497
GSE162463	Cxcr2	Cxcr2_sg4	CD40	4.273245491728249
GSE162463	Cxcr2	Cxcr2_sg4	PDL1	2.3213098609586327
GSE162463	Glt8d1	Glt8d1_sg2	MHCII	1.6173474068476223
GSE162463	Glt8d1	Glt8d1_sg2	CD40	-1.4398068797059311
GSE162463	Glt8d1	Glt8d1_sg2	PDL1	0.3755996172642302
GSE162463	Zfp81	Zfp81_sg2	MHCII	1.3084484493743835
GSE162463	Zfp81	Zfp81_sg2	CD40	-1.4042948251703806
GSE162463	Zfp81	Zfp81_sg2	PDL1	0.7775536841276997
GSE162463	Krt10	Krt10_sg4	MHCII	3.2270910769239736
GSE162463	Krt10	Krt10_sg4	CD40	-1.062777174486731
GSE162463	Krt10	Krt10_sg4	PDL1	0.11953238290036518
GSE162463	Tarbp1	Tarbp1_sg2	MHCII	-1.1901662638402906
GSE162463	Tarbp1	Tarbp1_sg2	CD40	-0.9748035474575671
GSE162463	Tarbp1	Tarbp1_sg2	PDL1	1.618120819983287
GSE162463	Dis3l	Dis3l_sg1	MHCII	2.7499132355166207
GSE162463	Dis3l	Dis3l_sg1	CD40	0.8052938547069924
