gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood
STK38L	17	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.001675137841016656	0.2606252488411627	1.268804643346268	1.8913943005800993			ibd_crohn_stromal:1.07,p=0.0017;ibd_uc_stromal:0.681,p=0.018;psoriasis_skin_stromal:1.27,p=0.025;ibd_crohn_myeloid:0.559,p=0.026	False
STK39	17	2	0	0	0	2	0	psoriasis;ulcerative colitis		0.025567857866790705	0.2745385028730476	2.0210045864827864	1.731495567937231			ibd_uc_epithelial:0.675,p=0.026;psoriasis_keratinocyte:2.02,p=0.045	False
STK4	17	1	0	0	0	1	0	psoriasis		0.0016008288964254498	0.49009224033850735	0.6774897142046559	6.14517827296348			psoriasis_skin_stromal:0.677,p=0.0016	False
STK4-AS1	7	0	0	0	0	0	0										False
STK4-DT	5	0	0	0	0	0	0										False
STK40	17	0	0	0	0	0	0										False
STKLD1	15	1	0	0	0	1	0	type 1 diabetes mellitus		0.04453410223157784	0.46788886852760503	0.9995017244443762	1.5463974263809293			t1d_ductal_cell:1,p=0.045	False
STMN1	17	1	2	0	2	1	2	psoriasis	Crohn disease;ulcerative colitis	0.04822601849972396	0.40775341772644935	0.8576924632844838	1.9369972221498444	4.1708231701580944e-05	-2.4034758335715205	psoriasis_keratinocyte:0.858,p=0.048	False
STMN2	17	0	3	0	0	0	3		Crohn disease;type 1 diabetes mellitus;ulcerative colitis					0.0007555192681461965	-2.776682153179631		False
STMN3	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.032937737336296284	0.40531263627693936	0.9635026508375777	1.1805267454943935			t1d_stellate_cell:0.964,p=0.033	False
STMN4	6	0	0	0	0	0	0										False
STMND1	9	0	0	0	0	0	0										False
STMP1	17	0	0	0	0	0	0										False
STN1	17	2	0	0	0	2	0	psoriasis;ulcerative colitis		0.006606695507632576	0.19867860396056783	1.0983992846011104	2.5745961210470196			psoriasis_keratinocyte:1.1,p=0.0066;ibd_uc_stromal:0.539,p=0.0079	False
STOM	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.018771398040321536	0.4062573914047118	0.8585824462413099	1.3295957013845134			t1d_ductal_cell:0.859,p=0.019	False
STOML1	17	1	1	0	0	1	1	psoriasis	ulcerative colitis	0.0021928349927059013	0.3849693710143581	1.27630139786715	5.152291770785239	0.047774463487792636	-0.5764994441319313	psoriasis_keratinocyte:1.28,p=0.0022	False
STOML2	17	0	0	0	0	0	0										False
STOML3	5	0	1	0	0	0	1		ulcerative colitis					0.041137091812931015	-0.222152035853202		False
STON1	17	1	1	0	0	1	1	ulcerative colitis	ulcerative colitis	0.03915180723672372	0.3663471366660399	0.8583614032352486	1.4786879565649895	0.01756883060310549	-0.430833595080604	ibd_uc_myeloid:0.858,p=0.039	False
STON2	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.04994690431833395	0.421592363272961	1.351024112263729	1.2903911326122748			t1d_endothelial_cell:1.35,p=0.05	False
STOX1	14	0	1	0	0	0	1		psoriasis					0.02487054259253443	-0.8517095579523493		False
STOX2	15	0	0	0	0	0	0										False
STPG1	17	3	1	0	0	2	1	psoriasis;type 1 diabetes mellitus	ulcerative colitis	0.0018796056533955127	0.21455264280503486	1.3682365076902139	0.9541008274897138	0.03463934171408777	-0.6554352677010007	t1d_ductal_cell:0.968,p=0.0019;psoriasis_keratinocyte:1.37,p=0.038;t1d_stellate_cell:1.06,p=0.045	False
STPG2	10	0	1	0	0	0	1		type 1 diabetes mellitus					0.0012834736741563434	-0.37090067221096		False
STPG2-AS1	2	0	0	0	0	0	0										False
STPG3	3	0	0	0	0	0	0										False
STPG3-AS1	4	0	0	0	0	0	0										False
STPG4	6	1	0	0	0	1	0	Crohn disease		0.040718630484602086	0.2681518423401378	0.3705414295109258	1.4610597373758196			ibd_crohn_epithelial:0.371,p=0.041	False
STRA6	10	1	0	0	0	1	0	ulcerative colitis		0.049684429910620664	0.37449460066636414	1.9258119284891642	1.3047436572315225			ibd_uc_stromal:1.93,p=0.05	False
STRA6LP	3	0	0	0	0	0	0										False
STRA8	2	0	0	0	0	0	0										False
STRADA	17	0	1	0	0	0	1		type 1 diabetes mellitus					0.008145951770019727	-1.1587316049727558		False
STRADB	17	0	2	0	0	0	1		ulcerative colitis					0.046037856382132654	-1.9880296001315214		False
STRAP	17	2	0	0	0	1	0	psoriasis		0.020955453502619445	0.5646879596057841	0.5837793521656129	2.319565513189129			psoriasis_skin_apc:0.584,p=0.021;psoriasis_skin_stromal:0.33,p=0.034	False
STRBP	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.035945776910919026	0.3815553775770843	1.2699969481705367	0.7416769762283716			t1d_endothelial_cell:1.27,p=0.036	False
STRC	9	0	1	0	0	0	1		ulcerative colitis					0.03416421129299567	-0.546277025767513		False
STRIP1	17	0	1	0	0	0	1		Sjogren syndrome					0.03966092554931985	-2.0671810773874975		False
STRIP2	17	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.013779503681023327	0.18377781583191172	1.489167697276014	1.608532893170767			ibd_crohn_epithelial:1.31,p=0.014;psoriasis_skin_apc:1.09,p=0.018;ibd_uc_stromal:1.49,p=0.03	False
STRIT1	1	0	0	0	0	0	0										False
STRN	17	0	1	0	0	0	1		type 1 diabetes mellitus					0.02979225153423815	-0.563370552152219		False
STRN3	17	3	0	0	0	2	0	type 1 diabetes mellitus;ulcerative colitis		0.017622908899613376	0.28555313676881344	0.8485345474184403	0.9077564560039769			t1d_ductal_cell:0.426,p=0.018;t1d_beta_cell:0.486,p=0.027;ibd_uc_epithelial:0.849,p=0.029	False
STRN4	17	1	0	0	0	1	0	psoriasis		0.014372630649907991	0.527871547606902	0.490302206471533	2.9172666272125154			psoriasis_skin_stromal:0.49,p=0.014	False
STS	17	2	0	2	0	2	0	Crohn disease;ulcerative colitis		0.00037339699069522026	0.04250464249038765	3.4001043975152947	3.118244568404715			ibd_uc_epithelial:3.4,p=0.00037;ibd_crohn_epithelial:1.44,p=0.00073	False
STT3A	17	1	1	1	0	1	1	Crohn disease	Sjogren syndrome	5.482226150660518e-07	0.009550586177065688	0.8975569732701665	6.0987736814429825	0.012466776564927166	-0.5377436663393338	ibd_crohn_epithelial:0.898,p=5.5e-07	False
STT3B	17	2	1	1	0	2	1	Crohn disease;ulcerative colitis	Crohn disease	0.00044702209350598756	0.04631428277530473	0.588812490748893	2.399362155974973	0.03952275360190583	-0.3727684211340083	ibd_uc_epithelial:0.589,p=0.00045;ibd_crohn_epithelial:0.452,p=0.013	False
STUB1	17	0	0	0	0	0	0										False
STUB1-DT	4	0	0	0	0	0	0										False
STUM	11	0	0	0	0	0	0										False
STX10	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.013273081358895324	0.4352166435999376	0.4636111580207407	0.9831477481951868			t1d_acinar_cell:0.464,p=0.013	False
STX11	17	2	1	0	0	2	1	Crohn disease;Sjogren syndrome	psoriasis	0.013630441183403194	0.3057565782194455	0.7062531321480856	1.3575302296340683	0.0008010828864431647	-2.4141284305206216	sjogren_gland_epithelial:0.493,p=0.014;ibd_crohn_myeloid:0.706,p=0.023	False
STX12	17	0	1	0	0	0	1		type 1 diabetes mellitus					0.012114695249238132	-0.4483856745946042		False
STX16	17	1	0	0	0	1	0	Crohn disease		0.01909266685154546	0.20240865018267076	0.46775092169453547	1.5020708140632715			ibd_crohn_epithelial:0.468,p=0.019	False
STX16-NPEPL1	8	0	0	0	0	0	0										False
STX17	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.0017860622378303873	0.126958800409593	0.6922591826269802	1.0904176401049688			t1d_beta_cell:0.692,p=0.0018	False
STX18	17	2	0	0	0	2	0	Crohn disease;ulcerative colitis		0.0026255215845368265	0.1208450542767848	0.6654987700006059	1.7485891014317854			ibd_crohn_epithelial:0.441,p=0.0026;ibd_uc_epithelial:0.665,p=0.045	False
STX18-AS1	15	0	2	0	0	0	1		type 1 diabetes mellitus					0.026693017245782085	-0.692384196931962		False
STX18-IT1	3	1	0	0	0	1	0	psoriasis		0.029852702337186465	0.40019800162873154	0.2396358868468173	2.171920029544116			psoriasis_keratinocyte:0.24,p=0.03	False
STX19	9	2	0	0	0	1	0	type 1 diabetes mellitus		0.00938077764903348	0.3438164447356321	1.6179361391550418	1.3910688192575393			t1d_ductal_cell:1.62,p=0.0094;t1d_acinar_cell:1,p=0.019	False
STX1A	17	0	0	0	0	0	0										False
STX1B	17	0	0	0	0	0	0										False
STX2	17	2	2	0	0	2	2	Crohn disease;ulcerative colitis	Crohn disease;ulcerative colitis	0.007252024781605627	0.22948624636482204	1.115758764068512	1.7498337690195163	0.019420149673488412	-1.1375534603454618	ibd_crohn_stromal:1.12,p=0.0073;ibd_uc_stromal:1.03,p=0.012	False
STX3	17	0	0	0	0	0	0										False
STX4	17	0	0	0	0	0	0										False
STX5	17	1	2	0	0	1	2	type 1 diabetes mellitus	Crohn disease;ulcerative colitis	0.02784862807233617	0.4348205101758167	0.40031061214148966	1.236884317703487	0.00944894865988737	-0.7093451509379118	t1d_ductal_cell:0.4,p=0.028	False
STX5-DT	8	0	0	0	0	0	0										False
STX6	17	3	0	0	0	2	0	Crohn disease;ulcerative colitis		0.005821143216938866	0.17664759172723446	1.4969132889486283	1.4766583783702156			ibd_uc_stromal:1.5,p=0.0058;ibd_crohn_myeloid:0.809,p=0.027;ibd_crohn_epithelial:0.653,p=0.035	False
STX7	17	0	0	0	0	0	0										False
STX8	17	0	2	0	0	0	1		Crohn disease					0.017098406564352714	-0.5569339290074087		False
STXBP1	17	0	2	0	0	0	2		Sjogren syndrome;ulcerative colitis					0.029696675168401916	-1.3515911605631787		False
STXBP2	17	5	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.011147795344928177	0.278662944354268	1.718766905806502	1.3000906000599755			t1d_stellate_cell:1.72,p=0.011;ibd_uc_myeloid:0.956,p=0.021;ibd_crohn_myeloid:0.455,p=0.027;t1d_ductal_cell:0.587,p=0.038;t1d_acinar_cell:0.671,p=0.039	False
STXBP3	17	0	0	0	0	0	0										False
STXBP4	17	2	0	0	0	2	0	Sjogren syndrome;type 1 diabetes mellitus		0.03164993712724675	0.3721174056229033	1.8001871340200053	0.9448337920781487			t1d_endothelial_cell:1.45,p=0.032;sjogren_gland_apc:1.8,p=0.047	False
STXBP5	17	2	1	0	0	2	1	Crohn disease;psoriasis	type 1 diabetes mellitus	0.0048866089711633596	0.13883397216770138	0.6766559797681921	1.986262025371122	0.01664095142613535	-0.5583373127301812	ibd_crohn_epithelial:0.677,p=0.0049;psoriasis_skin_stromal:0.46,p=0.036	False
STXBP5-AS1	17	0	0	0	0	0	0										False
STXBP5L	8	0	2	0	0	0	2		Crohn disease;ulcerative colitis					0.023842301776838368	-0.5007070183227931		False
STXBP6	17	1	1	0	0	1	1	type 1 diabetes mellitus	Crohn disease	0.026554090964643305	0.3582247609496792	1.7702201376658424	1.0555594082373356	0.041879466312799124	-2.2810901808010633	t1d_endothelial_cell:1.77,p=0.027	False
STYK1	12	1	0	0	0	1	0	psoriasis		0.01288816428481143	0.3918594442203092	1.3207991604459577	2.9187325873985106			psoriasis_keratinocyte:1.32,p=0.013	False
STYX	17	0	0	0	0	0	0										False
STYXL1	17	1	0	0	0	1	0	psoriasis		0.04336320966280725	0.5792247905546628	0.3997214313130697	2.293504928611257			psoriasis_skin_stromal:0.4,p=0.043	False
STYXL2	1	0	0	0	0	0	0										False
SUB1	17	8	0	0	0	4	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.002216403096975847	0.2642006213184074	0.9862119958665989	1.3520719796913523			sjogren_gland_apc:0.411,p=0.0022;ibd_uc_myeloid:0.437,p=0.015;t1d_acinar_cell:0.335,p=0.016;sjogren_gland_stromal:0.301,p=0.023;t1d_stellate_cell:0.245,p=0.024;psoriasis_keratinocyte:0.986,p=0.032;ibd_uc_stromal:0.46,p=0.033;psoriasis_skin_apc:0.779,p=0.034	False
SUCLA2	17	2	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.021799192303681957	0.2605161698952285	0.4994101362072856	1.2337962205677557			t1d_ductal_cell:0.499,p=0.022;ibd_crohn_epithelial:0.334,p=0.037	False
SUCLA2-AS1	6	0	0	0	0	0	0										False
SUCLG1	17	1	1	0	0	1	1	type 1 diabetes mellitus	Crohn disease	0.03079157787761843	0.5268735066272122	0.5143448504094463	1.267191690698663	0.04246539044563586	-0.31076075343453713	t1d_acinar_cell:0.514,p=0.031	False
SUCLG2	17	2	2	0	0	1	2	type 1 diabetes mellitus	Crohn disease;ulcerative colitis	0.030681626719448445	0.43854235051378776	0.8961964076990823	1.3647555746564457	0.01012360199966596	-0.8980485856776639	t1d_ductal_cell:0.896,p=0.031;t1d_acinar_cell:0.589,p=0.044	False
SUCLG2-AS1	7	0	2	0	1	0	2		Crohn disease;ulcerative colitis					0.0004680775982251543	-1.556559550574324		False
SUCLG2-DT	7	0	0	0	0	0	0										False
SUCNR1	9	0	1	0	0	0	1		Sjogren syndrome					0.006908540665252695	-0.9449442671768047		False
SUCO	17	1	1	1	0	1	1	Crohn disease	type 1 diabetes mellitus	0.0013136494655661853	0.09764760297908988	1.0535909927057272	2.5082245343223013	0.024175020232982444	-0.5700460559316296	ibd_crohn_epithelial:1.05,p=0.0013	False
SUDS3	17	1	0	0	0	1	0	psoriasis		0.009406023294454367	0.7297013371935511	0.3060922213644197	3.061224524831065			psoriasis_skin_apc:0.306,p=0.0094	False
SUFU	17	0	1	0	1	0	1		ulcerative colitis					0.0015091624235969126	-1.3827916854372075		False
SUGCT	14	0	1	0	0	0	1		ulcerative colitis					0.04819064735978625	-1.5657030552913882		False
SUGCT-AS1	2	0	0	0	0	0	0										False
SUGP1	14	1	0	0	0	1	0	type 1 diabetes mellitus		0.03792819367493965	0.3871108023776907	1.084854893494926	0.6440566718218841			t1d_endothelial_cell:1.08,p=0.038	False
SUGP2	17	1	1	0	0	1	1	psoriasis	type 1 diabetes mellitus	0.008571682898589447	0.5232404153085454	0.6161238473011679	3.879972372253642	0.040428393331288906	-0.602909763789218	psoriasis_skin_stromal:0.616,p=0.0086	False
SUGT1	17	0	0	0	0	0	0										False
SUGT1-DT	8	1	0	0	0	1	0	type 1 diabetes mellitus		0.03823199385950006	0.46721654069320406	0.6711532976542895	0.6227693226966144			t1d_beta_cell:0.671,p=0.038	False
SULF1	14	0	0	0	0	0	0										False
SULF2	17	4	0	1	0	2	0	Crohn disease;ulcerative colitis		5.509156575879953e-05	0.02275136688033792	1.917533654217344	1.96877219023313			ibd_uc_stromal:1.92,p=5.5e-05;ibd_crohn_stromal:1.41,p=0.0033;ibd_uc_epithelial:1.16,p=0.0073;ibd_uc_myeloid:0.74,p=0.034	False
SULT1A1	17	0	1	0	0	0	1		Crohn disease					0.003172003522739702	-1.6255913431363145		False
SULT1A2	15	0	3	0	1	0	2		Crohn disease;ulcerative colitis					0.00015792975857265552	-3.9174339868029446		False
SULT1A3	17	0	0	0	0	0	0										False
SULT1A4	4	0	0	0	0	0	0										False
SULT1B1	14	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;ulcerative colitis		0.013696590089824242	0.2555721536653987	1.7895768756952364	1.266491022622264			ibd_crohn_myeloid:1.79,p=0.014;sjogren_gland_apc:1.26,p=0.04;ibd_uc_myeloid:1.32,p=0.048	False
SULT1C2	17	1	1	0	0	1	1	type 1 diabetes mellitus	psoriasis	0.031092791465172607	0.39576387876906366	2.4978055291945402	2.0940093768369277	0.0035143045162080956	-1.1191379153570054	t1d_stellate_cell:2.5,p=0.031	False
SULT1C4	15	0	1	0	0	0	1		psoriasis					0.01418002886368531	-2.123495969276916		False
SULT1E1	6	0	0	0	0	0	0										False
SULT2A1	7	0	1	0	0	0	1		type 1 diabetes mellitus					0.025834874630963546	-0.24288889058196514		False
SULT2B1	15	0	1	0	0	0	1		Crohn disease					0.003672645406852376	-1.2680244523982909		False
SULT4A1	5	0	1	0	0	0	1		type 1 diabetes mellitus					0.0068512822985567325	-0.9529937732296858		False
SULT6B1	3	0	0	0	0	0	0										False
SUMF1	17	2	0	0	0	1	0	type 1 diabetes mellitus		0.0008490081924667025	0.15946213926239058	1.3731449469548012	0.9117528422769773			t1d_ductal_cell:0.776,p=0.00085;t1d_endothelial_cell:1.37,p=0.036	False
SUMF2	17	2	1	0	0	2	1	type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	0.004636239304177342	0.27476383323165565	0.3469428222765307	1.2105750697526991	0.005258664807212299	-0.44557964897713465	t1d_ductal_cell:0.347,p=0.0046;ibd_uc_stromal:0.23,p=0.039	False
SUMO1	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.03746329381898658	0.5392406241482584	0.32052495165628514	0.8634824279650045			t1d_acinar_cell:0.321,p=0.037	False
SUMO2	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.033528971530046685	0.5317630209626049	0.3997625154970912	1.2133064080604201			t1d_acinar_cell:0.4,p=0.034	False
SUMO3	17	1	0	0	0	1	0	Crohn disease		0.04279945579679322	0.5838847005427052	0.876120261836121	1.3130081173906931			ibd_crohn_stromal:0.876,p=0.043	False
SUMO4	17	0	0	0	0	0	0										False
SUN1	17	0	1	0	0	0	1		ulcerative colitis					0.0205322224753755	-1.7251783704876607		False
SUN2	17	1	1	0	0	1	1	type 1 diabetes mellitus	psoriasis	0.010468112361762196	0.3565683868713307	0.41219772731299376	1.4493869220346571	0.0315517579448862	-0.3829327078693261	t1d_ductal_cell:0.412,p=0.01	False
SUN3	6	0	1	0	0	0	1		type 1 diabetes mellitus					0.0055493126436774185	-0.2233983454476703		False
SUN5	3	0	0	0	0	0	0										False
SUNO1	6	0	0	0	0	0	0										False
SUOX	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.009149410596287136	0.33772400812945835	0.9695752792534691	1.3116728765744927			t1d_ductal_cell:0.97,p=0.0091	False
SUPT16H	17	1	0	0	0	1	0	psoriasis		0.02112678643186356	0.5480306619230276	0.42134968542052853	3.2622464894849323			psoriasis_skin_stromal:0.421,p=0.021	False
SUPT20H	17	2	1	0	0	2	1	Crohn disease;type 1 diabetes mellitus	ulcerative colitis	0.008687961453223094	0.15918744503764654	0.5027512136780565	1.1813062624723165	0.045582813960745136	-0.5343525159810616	ibd_crohn_epithelial:0.503,p=0.0087;t1d_beta_cell:0.404,p=0.024	False
SUPT3H	17	0	0	0	0	0	0										False
SUPT4H1	17	2	0	0	0	2	0	Sjogren syndrome;type 1 diabetes mellitus		0.030974821814199725	0.43854235051378776	0.3798998064412116	1.002707779789605			t1d_ductal_cell:0.348,p=0.031;sjogren_gland_apc:0.38,p=0.034	False
SUPT5H	17	1	1	0	0	1	1	psoriasis	type 1 diabetes mellitus	0.03894828404754626	0.40121785300954577	0.49515564323132644	2.092067959345417	0.0217777822386693	-0.4387284909373852	psoriasis_keratinocyte:0.495,p=0.039	False
SUPT6H	17	0	0	0	0	0	0										False
SUPT7L	17	2	1	0	0	1	1	psoriasis	Sjogren syndrome	0.013004295125226124	0.3921590108107973	0.8902885431014034	3.0687470589335324	0.007378346976769292	-0.4253078093624225	psoriasis_keratinocyte:0.89,p=0.013;psoriasis_skin_stromal:0.446,p=0.034	False
SUPV3L1	17	0	1	0	0	0	1		type 1 diabetes mellitus					0.03393788584738116	-0.3311019295259081		False
SURF1	17	0	0	0	0	0	0										False
SURF2	17	2	1	0	0	2	1	Crohn disease;Sjogren syndrome	type 1 diabetes mellitus	0.030143168392186115	0.2860041269807652	0.5858229959816641	1.032455777553867	0.043660930397373066	-0.4863815715892086	sjogren_gland_epithelial:0.341,p=0.03;ibd_crohn_epithelial:0.586,p=0.049	False
SURF4	17	3	0	1	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.000478383549199143	0.04822200559495741	0.8226792989534202	2.1170646922366108			ibd_uc_epithelial:0.823,p=0.00048;ibd_crohn_stromal:0.687,p=0.027;psoriasis_skin_stromal:0.559,p=0.034	False
SURF6	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.023133798519411178	0.3905203231733742	0.7528637175669992	1.5665464755602838			t1d_beta_cell:0.753,p=0.023	False
SUSD1	17	0	1	0	0	0	1		Crohn disease					0.03258655588431235	-1.1306999682359478		False
SUSD2	14	0	2	0	0	0	2		psoriasis;ulcerative colitis					0.02182004459659824	-1.7365770845367567		False
SUSD3	16	1	0	0	0	1	0	type 1 diabetes mellitus		0.025720738254179865	0.3704460635072984	1.4963671333990254	1.1110463664671864			t1d_stellate_cell:1.5,p=0.026	False
SUSD4	13	0	0	0	0	0	0										False
SUSD5	11	0	1	0	0	0	1		type 1 diabetes mellitus					0.01884117369191952	-0.3823782205117297		False
SUSD6	17	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.012484724944240105	0.291144085326456	1.0832542615537193	1.6126716010387105			psoriasis_skin_apc:0.661,p=0.012;ibd_crohn_stromal:1.08,p=0.013;ibd_crohn_myeloid:0.809,p=0.022;ibd_uc_stromal:0.886,p=0.024	False
SUV39H1	17	1	0	0	0	1	0	Sjogren syndrome		0.013036230983451481	0.8414957034907469	1.2616663858867976	0.9847850564801298			sjogren_gland_stromal:1.26,p=0.013	False
SUV39H2	17	2	0	0	0	1	0	type 1 diabetes mellitus		0.021147043107964867	0.3524201701914578	1.3429573551446286	0.7256037437615306			t1d_stellate_cell:1.06,p=0.021;t1d_endothelial_cell:1.34,p=0.047	False
SUV39H2-DT	8	0	0	0	0	0	0										False
SUZ12	17	1	1	0	0	1	1	Crohn disease	type 1 diabetes mellitus	0.044766074678807236	0.27765783149987794	0.6650683943875482	1.229862723231759	0.035749741495242536	-0.4487444963001881	ibd_crohn_epithelial:0.665,p=0.045	False
SV2A	14	0	0	0	0	0	0										False
SV2B	13	0	0	0	0	0	0										False
SV2C	12	0	0	0	0	0	0										False
SVBP	17	1	1	0	0	1	1	type 1 diabetes mellitus	ulcerative colitis	0.03313723311936151	0.5317630209626049	0.3322000160468761	0.7162913931564031	0.049194307887127676	-0.7238076560675841	t1d_acinar_cell:0.332,p=0.033	False
SVEP1	17	0	1	0	0	0	1		ulcerative colitis					0.007534494974799366	-1.9676291849838154		False
SVIL	17	4	0	0	0	2	0	Crohn disease;ulcerative colitis		0.0015864330090981193	0.10120281793405198	1.4819043302085966	2.141277255363748			ibd_uc_stromal:1.48,p=0.0016;ibd_crohn_epithelial:0.678,p=0.0025;ibd_crohn_stromal:1.32,p=0.0031;ibd_uc_epithelial:0.765,p=0.048	False
SVIL-AS1	3	0	0	0	0	0	0										False
SVIP	17	1	2	0	2	1	2	Crohn disease	Crohn disease;ulcerative colitis	0.00392579967563529	0.4582010125244306	1.0572469972962235	2.1290639138374323	0.0003084502054011073	-1.642253386479184	ibd_crohn_stromal:1.06,p=0.0039	False
SVOP	11	0	0	0	0	0	0										False
SVOPL	12	0	3	0	0	0	2		Crohn disease;ulcerative colitis					0.005099412121160997	-1.5342542206486782		False
SWAP70	17	0	0	0	0	0	0										False
SWI5	17	0	1	0	0	0	1		Crohn disease					0.021788428865595087	-0.7932599414215273		False
SWINGN	2	0	0	0	0	0	0										False
SWSAP1	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.04408114337779913	0.4414428043211629	1.080225666663707	0.5910313124254752			t1d_stellate_cell:1.08,p=0.044	False
SWT1	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.025366335470176384	0.36914377691793104	1.3201183505391272	0.989287708483981			t1d_stellate_cell:1.32,p=0.025	False
SYAP1	17	0	0	0	0	0	0										False
SYBU	15	1	0	0	0	1	0	Crohn disease		0.04582082879195712	0.2800600900859461	0.3992822257239741	1.2150290977326625			ibd_crohn_epithelial:0.399,p=0.046	False
SYBU-AS1	3	0	0	0	0	0	0										False
