predictor	analysis	disease_name	compartment	n_case	n_control	delta_case_minus_control_z	p	positive_nominal
gene:KYNU	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.5229151608274756	0.0077551919900899465	True
gene:KYNU	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.1921866235508212	0.05343841533950945	True
gene:KYNU	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.2728817715925624	0.19118127825856684	False
gene:KYNU	psoriasis_skin_apc	psoriasis	skin APC	3	3	-0.6036707341727585	0.5426189461160565	False
gene:KYNU	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.5766623718584372	0.04563550467153875	True
gene:KYNU	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.1612409426974736	0.6959609275062781	False
gene:KYNU	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.8332931198544047	0.04608359050939134	True
gene:KYNU	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.7911337156315467	0.03663831917206995	False
gene:KYNU	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.46381054890460305	0.33517653404022674	False
gene:KYNU	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.9931141292527529	0.4850836714600491	False
gene:KYNU	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.8513190785669923	0.2465921263157316	False
gene:KYNU	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.6901981388828347	0.42863918922705463	False
gene:KYNU	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.8977375475544502	0.330251594233821	False
gene:MMP7	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.070977556575471	0.08553005970665306	True
gene:MMP7	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.8411862716891235	0.18268241951756234	False
gene:MMP7	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.5773502691896257	0.3632174676491227	False
gene:MMP7	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.5431753481018413	0.007670913612412643	True
gene:MMP7	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.0867505666994752	0.08113647912711357	True
gene:MMP7	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.5773502691896257	0.3632174676491227	False
gene:MMP7	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.1853885723397013	0.20406387254539093	False
gene:MMP7	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.5970675445141721	0.5461646712422926	False
gene:MMP7	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.146510417624206	0.18961532912881784	False
gene:MMP7	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.507085442464668	0.1921568185324943	False
gene:MMP7	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.43793305528557586	0.3293951997640379	False
gene:MMP7	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.11638606003453905	0.772609222499206	False
gene:MMP7	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.75001531394025	0.028248822482353185	True
gene:MMP7	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.523344098041059	0.22598029139744139	False
gene:MMP7	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.7096586665604678	0.03329802130382045	True
gene:MMP7	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.841027975465247	0.024791977920881215	True
gene:MMP7	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	2.082661133647599	0.04571967209210986	True
gene:EEF1E1	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.8761948914289306	0.1517512545463029	False
gene:EEF1E1	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.12381817984708007	0.8422228079143008	False
gene:EEF1E1	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.398475583300198	0.01254728123811841	True
gene:EEF1E1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.0753586939505773	0.07793403446930212	True
gene:EEF1E1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	0.5975202222644983	0.33012206916533643	False
gene:EEF1E1	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.4112245213310883	0.014625212750261204	True
gene:EEF1E1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.2045205078794878	0.1774281736120318	False
gene:EEF1E1	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.3521059572017027	0.0927457437745935	True
gene:EEF1E1	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.4355730096208017	0.07024105080250409	True
gene:EEF1E1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.5888638687482485	0.15854826571148206	False
gene:EEF1E1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.015104076049819289	0.9706660321370381	False
gene:EEF1E1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.1378199625678293	0.7350317971115837	False
gene:EEF1E1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.1862495578253183	0.05794486033450122	True
gene:EEF1E1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	-0.39784769544507304	0.681852428520176	False
gene:EEF1E1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.527473056585848	0.35488564203451695	False
gene:EEF1E1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.2707560125850048	0.4885292903394148	False
gene:EEF1E1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.4499536461895746	0.3530998994533667	False
gene:IFITM3	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.5296866680818264	0.0024095128244315347	True
gene:IFITM3	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.2620540458251908	0.02639032867663207	True
gene:IFITM3	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.5452692750810726	0.3812597882015902	False
gene:IFITM3	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.3518249997248277	0.020264894116191267	True
gene:IFITM3	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.5860908901729085	0.0013727307867871343	True
gene:IFITM3	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.2859645897692609	0.021240471997515692	True
gene:IFITM3	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.568870850092531	0.07281461884454653	True
gene:IFITM3	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.5083616559214936	0.09679625320127408	True
gene:IFITM3	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.7038530573903983	0.010452005966424645	True
gene:IFITM3	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.7024186257996824	0.08533482710436988	True
gene:IFITM3	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.2976614287945917	0.4609385093659017	False
gene:IFITM3	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.5437242768949258	0.1902756443603775	False
gene:IFITM3	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.567155520322665	0.00024320560203002563	True
gene:IFITM3	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.9519338816470266	0.17403925386082608	False
gene:IFITM3	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.3788963051911531	0.006215883983070209	True
gene:IFITM3	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.3948417585113661	0.2464803067418557	False
gene:IFITM3	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.0805583017543543	0.03585556866430225	True
gene:CD300E	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.6932626548000549	0.2740259603355962	False
gene:CD300E	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.4516895002360568	0.011950170466581068	True
gene:CD300E	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.7482382124340315	0.23718947013577746	False
gene:CD300E	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.3175409337157025	0.02980802701391142	True
gene:CD300E	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.9191771243139438	0.14412369493445115	False
gene:CD300E	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.9554605010475108	0.33962797863379124	False
gene:CD300E	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.407572601541804	0.09815448757710953	True
gene:CD300E	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.2237882831316393	0.1504162939313307	False
gene:CD300E	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.09747211556023522	0.8171061434117168	False
gene:CD300E	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.04014791902525028	0.9194251854364657	False
gene:CD300E	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.4898979485566356	0.3434363961379132	False
gene:CD300E	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.1007857311263731	0.30161171572761525	False
gene:CD300E	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.5634719199411433	0.4226497308103743	False
gene:CD300E	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.147115280116756	0.2907564149544074	False
gene:CD300E	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.0183957129736503	0.33121524560462723	False
gene:CD300E	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.14564392373896	0.3910022189557705	False
gene:KRT7	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.0768866214860648	0.06500894929624461	True
gene:KRT7	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.5773502691896257	0.3632174676491227	False
gene:KRT7	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.45945365140772065	0.4619220354750507	False
gene:KRT7	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.4277966837604572	0.016187595947486196	True
gene:KRT7	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	0.8491461578551642	0.17845489109613982	False
gene:KRT7	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.9113914441665103	0.1460956134161761	False
gene:KRT7	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.7553999065060941	0.4539017663247163	False
gene:KRT7	psoriasis_skin_apc	psoriasis	skin APC	3	3	-0.11382805248636219	0.9079765808336184	False
gene:KRT7	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.1090624345033935	0.2533640491633199	False
gene:KRT7	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.2673130518174217	0.58011224585881	False
gene:KRT7	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.26258122955935337	0.5190080986027289	False
gene:KRT7	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.17929782637372466	0.701132493074973	False
gene:KRT7	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.5725303800134375	0.3555997855998767	False
gene:KRT7	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.6948978301489854	0.25793758138615624	False
gene:KRT7	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.318452046146462	0.4486805297091276	False
gene:KRT7	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.290078764607586	0.1186465863205414	False
gene:KRT7	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	2.016564019592619	0.034063694175676985	True
gene:SNX10	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.9836568822162626	0.11298620789145986	False
gene:SNX10	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.7580445667909546	2.5248742108047044e-05	True
gene:SNX10	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.040875627944178	0.09138085063507399	True
gene:SNX10	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	0.8315974851273626	0.1875954612184816	False
gene:SNX10	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.4169214187582115	0.010013920093587973	True
gene:SNX10	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.0747808962632597	0.08222183788308891	True
gene:SNX10	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.2397297419772375	0.20551288361372674	False
gene:SNX10	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.1120838527037593	0.2332608343502655	False
gene:SNX10	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	-0.22165178807470173	0.8217325800979913	False
gene:SNX10	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.009051416423712124	0.9845915783438324	False
gene:SNX10	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.1404961212758456	0.7434860080060899	False
gene:SNX10	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.09302731363850483	0.8385951702320835	False
gene:SNX10	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.0716951437592934	0.22759683441349202	False
gene:SNX10	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.02699058887639977	0.9466245362570944	False
gene:SNX10	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.8359267573810514	0.19543144683213237	False
gene:SNX10	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.427094942446535	0.10034534541257896	False
gene:SNX10	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.3994011091099634	0.10111037312955604	False
gene:IGHG1	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.145026708093647	0.061697665814106746	True
gene:IGHG1	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.4516757852038475	0.013371511874767561	True
gene:IGHG1	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.3591748504556542	0.022179429724145036	True
gene:IGHG1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.529848204373516	0.005832744058016783	True
gene:IGHG1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.225831286889509	0.04592466030465315	True
gene:IGHG1	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.420209555256072	0.016706854821901224	True
gene:IGHG1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.8448440837848795	0.07780905082434235	True
gene:IGHG1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.612958838093816	0.15559144062205804	False
gene:IGHG1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.7753951818570763	0.10203136153053434	False
gene:IGHG1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	-0.26643508462848436	0.33133276203867923	False
gene:IGHG1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	-0.15305991332311056	0.6033799500546865	False
gene:RPL17	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	-0.1221591614370889	0.8467406179762862	False
gene:RPL17	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	-0.458413539570216	0.45726523174000305	False
gene:RPL17	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	-0.36484839857796725	0.5531799258227049	False
gene:RPL17	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-1.2058613801345457	0.02945397536573329	False
gene:RPL17	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-0.7271100895210756	0.24301937419078465	False
gene:RPL17	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	-0.6961364526074062	0.2538649563771842	False
gene:RPL17	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	-1.3019739219978126	0.1468181209936227	False
gene:RPL17	psoriasis_skin_apc	psoriasis	skin APC	3	3	-0.12797094369147785	0.8951892063828837	False
gene:RPL17	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	-0.978487797392465	0.31950910610430233	False
gene:RPL17	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.109823333902381	0.0011149282490340187	True
gene:RPL17	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.3937074856039824	0.2877124287292898	False
gene:RPL17	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.0966226068330374	0.00221504413510731	True
gene:RPL17	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.4135607774073244	1.0797723102252843e-05	True
gene:RPL17	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.1567114404057492	0.0002732947671242006	True
osm_ligand_inflammatory_myeloid	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.1202158310103676	0.06574978058095882	True
osm_ligand_inflammatory_myeloid	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.1294678313093993	0.06614652614045964	True
osm_ligand_inflammatory_myeloid	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.6024200407723473	0.3423754939107658	False
osm_ligand_inflammatory_myeloid	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.7084954885974564	0.0003399058227033273	True
osm_ligand_inflammatory_myeloid	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.5121746603441548	0.007784069643370809	True
osm_ligand_inflammatory_myeloid	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.9216698540412618	0.12639701375202264	False
osm_ligand_inflammatory_myeloid	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	-0.5514490267910572	0.5623064774097115	False
osm_ligand_inflammatory_myeloid	psoriasis_skin_apc	psoriasis	skin APC	3	3	-1.189028466204669	0.1914247915355894	False
osm_ligand_inflammatory_myeloid	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	-0.07424952668247975	0.939615224977882	False
osm_ligand_inflammatory_myeloid	ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	18	18	-0.21487099039099328	0.5270389338369033	False
osm_ligand_inflammatory_myeloid	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.013556494686709063	0.9759950843346623	False
osm_ligand_inflammatory_myeloid	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.16706962463666958	0.6791223253938731	False
osm_ligand_inflammatory_myeloid	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.04993639911488415	0.9048693445832265	False
osm_ligand_inflammatory_myeloid	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	2.0369196660925413	0.010371320924062555	True
osm_ligand_inflammatory_myeloid	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	2.057939757213003	0.20393688595905315	False
osm_ligand_inflammatory_myeloid	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.749182817077783	0.02489363118561064	True
osm_ligand_inflammatory_myeloid	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.4463264606289812	0.052492676908912794	True
osm_ligand_inflammatory_myeloid	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.5698857935473056	0.12137966630147529	False
gene:MMP15	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.3823778172612503	0.5337860182924953	False
gene:MMP15	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	-0.33917774045905635	0.5833358171281223	False
gene:MMP15	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.1968432652838927	0.039105993577201806	True
gene:MMP15	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-0.05160857481902234	0.9343095576246283	False
gene:MMP15	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-0.8204161076242198	0.1925064803459606	False
